Travel_ID;Pos;FlightNo;BookingDate;Price;Currency_code
139;1;LH101;2026-09-30;317.00;CHF
140;1;AF602;2026-09-26;940.00;GBP
140;2;OS282;2026-09-26;918.00;GBP
140;3;OS276;2026-09-26;280.00;GBP
141;1;LH255;2026-12-15;411.00;EUR
142;1;AZ882;2026-10-20;409.00;EUR
142;2;BA104;2026-10-20;507.00;EUR
143;1;AZ193;2027-02-23;503.00;CHF
143;2;BA298;2027-02-23;189.00;CHF
143;3;LH886;2027-02-23;1234.00;CHF
144;1;AF852;2027-03-04;1239.00;EUR
144;2;OS602;2027-03-04;448.00;EUR
144;3;OS458;2027-03-04;215.00;EUR
145;1;AF535;2027-03-01;1001.00;CHF
146;1;BA557;2027-02-20;1394.00;EUR
146;2;BA979;2027-02-20;598.00;EUR
146;3;BA684;2027-02-20;993.00;EUR
146;4;OS913;2027-02-20;522.00;EUR
147;1;AF755;2027-01-10;926.00;CHF
147;2;AZ805;2027-01-10;646.00;CHF
147;3;AZ936;2027-01-10;153.00;CHF
148;1;AZ388;2026-10-24;1130.00;EUR
148;2;LH563;2026-10-24;173.00;EUR
148;3;OS806;2026-10-24;335.00;EUR
148;4;LH254;2026-10-24;1280.00;EUR
149;1;OS308;2026-11-16;288.00;USD
150;1;OS832;2026-11-19;689.00;CHF
150;2;AF784;2026-11-19;1185.00;CHF
150;3;AF827;2026-11-19;415.00;CHF
150;4;AF486;2026-11-19;395.00;CHF
151;1;LH778;2027-03-23;209.00;EUR
152;1;OS371;2026-09-21;358.00;CHF
153;1;AZ675;2026-10-18;1383.00;EUR
153;2;BA379;2026-10-18;891.00;EUR
153;3;AF705;2026-10-18;408.00;EUR
153;4;AZ734;2026-10-18;487.00;EUR
154;1;LH640;2026-12-07;156.00;CHF
154;2;OS774;2026-12-07;312.00;CHF
154;3;AF951;2026-12-07;1318.00;CHF
155;1;BA536;2026-11-15;295.00;GBP
155;2;AZ688;2026-11-15;329.00;GBP
155;3;LH373;2026-11-15;1368.00;GBP
155;4;OS242;2026-11-15;1337.00;GBP
156;1;BA577;2027-02-07;1132.00;EUR
156;2;LH914;2027-02-07;958.00;EUR
157;1;AZ241;2027-01-11;934.00;EUR
157;2;BA578;2027-01-11;478.00;EUR
157;3;AZ523;2027-01-11;1124.00;EUR
157;4;OS919;2027-01-11;970.00;EUR
158;1;LH902;2026-12-21;1008.00;EUR
159;1;AZ839;2027-02-27;1129.00;EUR
159;2;AF878;2027-02-27;567.00;EUR
159;3;OS666;2027-02-27;523.00;EUR
160;1;LH200;2026-11-03;539.00;EUR
161;1;BA712;2026-10-19;584.00;EUR
161;2;AZ221;2026-10-19;788.00;EUR
162;1;BA245;2027-03-29;674.00;EUR
162;2;BA771;2027-03-29;566.00;EUR
163;1;OS746;2027-03-02;197.00;EUR
163;2;OS670;2027-03-02;850.00;EUR
163;3;OS412;2027-03-02;371.00;EUR
163;4;BA225;2027-03-02;868.00;EUR
164;1;BA784;2026-12-30;1365.00;USD
164;2;LH121;2026-12-30;232.00;USD
164;3;OS881;2026-12-30;1259.00;USD
164;4;AZ147;2026-12-30;1061.00;USD
165;1;LH273;2026-12-27;1206.00;EUR
165;2;AF215;2026-12-27;240.00;EUR
165;3;LH715;2026-12-27;464.00;EUR
165;4;OS449;2026-12-27;1289.00;EUR
166;1;AZ222;2027-02-02;563.00;EUR
166;2;BA491;2027-02-02;845.00;EUR
167;1;AF142;2026-12-23;1368.00;CHF
167;2;AZ980;2026-12-23;1040.00;CHF
167;3;AF303;2026-12-23;709.00;CHF
168;1;LH265;2026-10-17;721.00;CHF
168;2;AF416;2026-10-17;976.00;CHF
169;1;AZ440;2026-10-16;1362.00;EUR
169;2;AZ407;2026-10-16;1267.00;EUR
170;1;OS375;2027-02-17;478.00;GBP
170;2;BA940;2027-02-17;683.00;GBP
170;3;AZ757;2027-02-17;761.00;GBP
170;4;LH224;2027-02-17;270.00;GBP
171;1;AF307;2026-11-11;1203.00;CHF
171;2;BA511;2026-11-11;923.00;CHF
171;3;BA863;2026-11-11;833.00;CHF
171;4;LH905;2026-11-11;620.00;CHF
172;1;OS562;2027-03-11;396.00;EUR
172;2;OS374;2027-03-11;1010.00;EUR
172;3;BA478;2027-03-11;233.00;EUR
173;1;OS220;2027-02-22;716.00;EUR
173;2;OS102;2027-02-22;1232.00;EUR
173;3;OS695;2027-02-22;926.00;EUR
174;1;AZ161;2026-09-26;623.00;GBP
174;2;AF884;2026-09-26;121.00;GBP
174;3;AF153;2026-09-26;810.00;GBP
174;4;AF553;2026-09-26;888.00;GBP
175;1;AF769;2026-09-22;996.00;EUR
175;2;LH322;2026-09-22;1097.00;EUR
175;3;AF811;2026-09-22;784.00;EUR
175;4;OS741;2026-09-22;300.00;EUR
176;1;OS448;2027-01-19;226.00;EUR
176;2;OS747;2027-01-19;1229.00;EUR
177;1;BA569;2026-09-19;149.00;EUR
177;2;LH868;2026-09-19;743.00;EUR
178;1;OS969;2027-04-03;1156.00;GBP
178;2;LH464;2027-04-03;678.00;GBP
178;3;AZ163;2027-04-03;841.00;GBP
179;1;OS472;2027-03-14;522.00;GBP
179;2;LH838;2027-03-14;1018.00;GBP
179;3;OS947;2027-03-14;677.00;GBP
180;1;OS662;2027-02-16;1340.00;GBP
180;2;AZ484;2027-02-16;1237.00;GBP
180;3;OS895;2027-02-16;752.00;GBP
181;1;AZ504;2026-12-04;827.00;GBP
181;2;OS472;2026-12-04;623.00;GBP
182;1;LH236;2026-11-27;1302.00;EUR
182;2;OS534;2026-11-27;1086.00;EUR
182;3;AZ233;2026-11-27;487.00;EUR
183;1;AF809;2027-01-16;757.00;EUR
183;2;OS602;2027-01-16;1284.00;EUR
183;3;AZ128;2027-01-16;1068.00;EUR
184;1;AZ935;2026-10-25;814.00;USD
185;1;BA942;2027-03-10;276.00;EUR
185;2;BA375;2027-03-10;223.00;EUR
186;1;BA273;2027-03-31;783.00;EUR
187;1;LH600;2026-10-13;1283.00;USD
187;2;OS742;2026-10-13;389.00;USD
187;3;OS885;2026-10-13;240.00;USD
188;1;AZ828;2027-03-13;758.00;CHF
188;2;LH136;2027-03-13;749.00;CHF
188;3;OS443;2027-03-13;673.00;CHF
188;4;AZ267;2027-03-13;240.00;CHF
189;1;LH550;2026-10-11;766.00;CHF
189;2;BA736;2026-10-11;1089.00;CHF
189;3;AZ928;2026-10-11;271.00;CHF
190;1;AF621;2027-02-06;228.00;EUR
191;1;OS885;2026-10-17;1161.00;EUR
191;2;AZ356;2026-10-17;1303.00;EUR
191;3;AZ492;2026-10-17;1381.00;EUR
192;1;LH975;2026-12-25;734.00;EUR
192;2;BA269;2026-12-25;392.00;EUR
192;3;LH989;2026-12-25;1131.00;EUR
193;1;BA435;2027-02-11;586.00;CHF
194;1;AF939;2026-12-17;498.00;EUR
194;2;AF865;2026-12-17;1148.00;EUR
194;3;AF987;2026-12-17;1135.00;EUR
195;1;LH163;2026-09-23;576.00;GBP
195;2;BA924;2026-09-23;831.00;GBP
195;3;AF319;2026-09-23;599.00;GBP
195;4;AF884;2026-09-23;629.00;GBP
196;1;AF356;2026-09-29;1132.00;CHF
196;2;LH469;2026-09-29;947.00;CHF
197;1;AF995;2026-12-08;801.00;EUR
198;1;OS868;2026-11-12;1024.00;GBP
198;2;BA220;2026-11-12;893.00;GBP
199;1;AF958;2026-11-20;1342.00;EUR
200;1;OS115;2027-02-13;1307.00;EUR
201;1;BA716;2027-03-30;1344.00;USD
202;1;BA336;2027-01-15;1002.00;EUR
202;2;AZ786;2027-01-15;276.00;EUR
202;3;AZ580;2027-01-15;625.00;EUR
203;1;OS856;2026-10-03;1359.00;EUR
203;2;AF835;2026-10-03;244.00;EUR
203;3;BA623;2026-10-03;554.00;EUR
204;1;OS824;2027-03-30;612.00;CHF
204;2;BA724;2027-03-30;981.00;CHF
205;1;AZ704;2027-02-25;1107.00;EUR
205;2;LH377;2027-02-25;623.00;EUR
205;3;BA283;2027-02-25;260.00;EUR
206;1;AZ314;2027-02-08;940.00;EUR
207;1;AZ147;2026-11-10;494.00;GBP
207;2;AF475;2026-11-10;929.00;GBP
208;1;BA499;2027-03-18;1135.00;EUR
208;2;BA227;2027-03-18;430.00;EUR
208;3;LH509;2027-03-18;1366.00;EUR
209;1;AF434;2027-01-03;465.00;EUR
209;2;OS128;2027-01-03;1119.00;EUR
210;1;BA459;2026-10-07;994.00;EUR
210;2;OS388;2026-10-07;471.00;EUR
211;1;OS835;2027-03-11;816.00;CHF
212;1;OS643;2026-12-16;454.00;EUR
212;2;OS728;2026-12-16;364.00;EUR
213;1;AF148;2027-04-01;446.00;EUR
213;2;OS964;2027-04-01;1351.00;EUR
213;3;AZ216;2027-04-01;670.00;EUR
214;1;LH282;2027-03-06;636.00;EUR
214;2;LH289;2027-03-06;1053.00;EUR
214;3;AF984;2027-03-06;1055.00;EUR
215;1;BA902;2026-11-30;646.00;EUR
215;2;AF918;2026-11-30;1187.00;EUR
215;3;BA111;2026-11-30;1085.00;EUR
215;4;AF984;2026-11-30;636.00;EUR
216;1;OS198;2027-02-01;1048.00;USD
216;2;BA930;2027-02-01;1180.00;USD
216;3;AZ667;2027-02-01;295.00;USD
216;4;LH505;2027-02-01;1190.00;USD
217;1;LH334;2027-01-31;803.00;EUR
217;2;AZ914;2027-01-31;361.00;EUR
217;3;AZ918;2027-01-31;1293.00;EUR
217;4;AZ522;2027-01-31;639.00;EUR
218;1;LH751;2026-12-08;1214.00;EUR
219;1;AF611;2026-09-20;851.00;EUR
220;1;AZ930;2026-10-30;150.00;EUR
221;1;BA922;2026-09-20;1183.00;EUR
221;2;AZ819;2026-09-20;197.00;EUR
221;3;OS541;2026-09-20;1085.00;EUR
221;4;AF130;2026-09-20;883.00;EUR
222;1;LH102;2027-02-27;544.00;GBP
222;2;AF651;2027-02-27;1265.00;GBP
222;3;LH828;2027-02-27;395.00;GBP
223;1;AZ510;2027-03-17;481.00;EUR
223;2;BA741;2027-03-17;854.00;EUR
223;3;LH802;2027-03-17;990.00;EUR
224;1;BA682;2027-02-09;611.00;USD
224;2;BA123;2027-02-09;505.00;USD
225;1;AZ347;2027-01-24;315.00;EUR
225;2;OS283;2027-01-24;1234.00;EUR
226;1;BA960;2026-09-25;880.00;GBP
226;2;AF792;2026-09-25;1290.00;GBP
226;3;BA631;2026-09-25;857.00;GBP
226;4;AF146;2026-09-25;1023.00;GBP
227;1;AF503;2026-12-12;1355.00;GBP
227;2;AZ628;2026-12-12;312.00;GBP
228;1;AF731;2026-11-07;686.00;USD
228;2;BA959;2026-11-07;1313.00;USD
229;1;AF897;2027-02-27;864.00;CHF
229;2;OS588;2027-02-27;768.00;CHF
229;3;AZ593;2027-02-27;983.00;CHF
229;4;BA669;2027-02-27;1105.00;CHF
230;1;LH236;2026-09-16;1367.00;EUR
230;2;BA570;2026-09-16;880.00;EUR
231;1;BA411;2026-09-17;1168.00;EUR
232;1;BA732;2027-03-12;217.00;EUR
232;2;LH634;2027-03-12;164.00;EUR
232;3;OS988;2027-03-12;137.00;EUR
233;1;BA353;2026-09-16;1054.00;GBP
233;2;LH223;2026-09-16;407.00;GBP
234;1;AZ624;2026-10-10;838.00;EUR
234;2;OS470;2026-10-10;1202.00;EUR
234;3;AZ250;2026-10-10;1039.00;EUR
235;1;BA524;2026-10-04;141.00;EUR
235;2;OS194;2026-10-04;1155.00;EUR
235;3;AZ361;2026-10-04;694.00;EUR
236;1;AZ350;2027-04-02;543.00;EUR
236;2;AF814;2027-04-02;571.00;EUR
236;3;AZ745;2027-04-02;215.00;EUR
236;4;AZ396;2027-04-02;301.00;EUR
237;1;LH814;2027-03-17;1087.00;EUR
237;2;AF852;2027-03-17;875.00;EUR
237;3;AZ384;2027-03-17;723.00;EUR
238;1;OS573;2026-10-24;627.00;CHF
238;2;AF500;2026-10-24;1052.00;CHF
238;3;AF703;2026-10-24;982.00;CHF
239;1;LH134;2026-11-01;898.00;EUR
239;2;AF171;2026-11-01;1152.00;EUR
239;3;OS579;2026-11-01;135.00;EUR
239;4;AZ483;2026-11-01;506.00;EUR
